"","Text","Text_Tag","Author","Date","Label"
"204","A 5 percent increase in domestic production would increase the world supply by less than 1 percent and do almost nothing to our dependence on foreign oil. This would also have virtually no effect on the price of gas at the pump.","environment,oil-spill","Jolyn Barrand","2018/08/11","REAL"
"205","A 5-cent charge on paper bags is a tax.","environment,taxes","Lyndell Fessler","2018/10/03","FAKE"
"206","A 50-50 public-private split for paying for a new Milwaukee Bucks arena would be much better -- in terms of the portion of the public financing -- than most of the other arena projects done around the country.","economy,recreation,sports,state-budget,taxes","Millard Breissan","2018/02/17","REAL"
"207","A bag of Cheetos costs less to buy than an apple, and in some Milwaukee neighborhoods good luck trying to find an apple or a banana or some sort of healthy option","public-health,welfare","Ker Bittleson","2017/08/30","REAL"
"208","A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.","federal-budget","Lydie Castaneda","2018/09/22","FAKE"
"209","A bill backed by Sean Duffy and other House Republicans could actually require the Internal Revenue Service to conduct audits of rape victims who get an abortion.","abortion,crime,taxes,women","Kort Fallanche","2017/02/07","FAKE"
"210","A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution.","obama-birth-certificate","Paddie Van Eeden","2018/06/16","REAL"
"211","A bill delaying the start of classes until Labor Day would permit school districts to shave 5 full weeks off the school year.","education,tourism","Fiorenze Armell","2017/06/28","REAL"
"212","A bill from U.S. Rep. Ted Yohoattempts to restrict the administrations ability to conduct national security and criminal background checks on undocumented immigrants.","immigration,terrorism","Kay Grimsdale","2018/08/10","FAKE"
"213","A bill supported by Gov. Scott Walker makes it so that drunk drivers who kill have an easier time of it.","Alcohol,legal-issues","Warren Dockree","2017/03/20","FAKE"
"214","A bill that would halt the EPA from regulating greenhouse gases would help stop rising gas prices.","energy,environment,market-regulation","Mattias Halifax","2018/05/06","FAKE"
"215","A bill to advance the Keystone XL Pipeline is an earmark under House rules.","climate-change,congressional-rules,environment,federal-budget,infrastructure","Tarrance Corris","2018/06/11","FAKE"
"216","A bill to aid state and local governments is fully paid-for by closing costly corporate tax loopholes.","children,education,families,federal-budget,health-care,states,stimulus,taxes","Courtney Bandt","2018/08/30","FAKE"
"217","A bill to cap carbon emissions could cost Ohio 100,000 jobs.","cap-and-trade,climate-change,economy,energy","Shelley Courtonne","2018/04/16","FAKE"
"218","A bill to save teacher jobs is completely paid for by closing corporate tax loopholes.","poverty,voting-record","Egon Bendall","2017/08/15","FAKE"
"219","A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text.","guns","Kath Gauvain","2017/12/21","REAL"
"220","A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $1,000 in their pocket this year.","economy,taxes","Myra Tippetts","2018/11/02","REAL"
"221","A black male baby born today, if we do not change the system, stands a one-in-three chance (of) ending up in jail.","crime,criminal-justice,diversity","Gayla Mityashev","2018/06/18","REAL"
"222","A cap-and-trade bill would destroy over 50,000 jobs in Virginia.","environment,jobs,market-regulation","Jard O'Farrell","2018/01/10","FAKE"
"223","A cashier earning $20,000 per year pays the same (Virginia) income tax rate as a hedge fund manager earning $20 million per year.","taxes","Abigail Pinchin","2018/09/08","FAKE"
"224","A Census Bureau worker says he was told to skew information to bring the unemployment rate down as we headed into an election season.","census,jobs","Hanna Dawber","2017/05/04","FAKE"
"225","A clause hidden in the Obamacare bill, which is now law, gives Obama the right to form a private army.","health-care,military","Tobiah Ploughwright","2018/01/06","FAKE"
"226","A clear majority of Americans support removing the cost-sharing requirement for prescription contraceptive coverage.","health-care,women","Homer Livsey","2017/06/20","REAL"
"227","A college loan is the only loan in the United States that you cannot refinance when interest rates go down.","debt,economy,education","Godwin Fine","2017/06/05","REAL"
"228","A company with 20 employees could go out of business because of health care law requirements to buy insurance.","health-care,small-business","Holt Southern","2018/01/28","FAKE"
"229","A Congressional Budget Office report says President Barack Obamas executive order to raise the minimum wage for new federal contract workers will cost the economy 500,000 jobs.","income,workers","Jasmina Phelip","2018/11/18","FAKE"
"230","A congressional laundry closed due to the partial government shutdown.","debt,federal-budget","Meredeth Szymanski","2017/09/27","REAL"
"231","A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.","taxes","Letizia Terrans","2017/10/20","FAKE"
"232","A Cornell University research study concludes that ethanol generates a 29 percent energy loss, meaning it takes more than a gallon of gasoline to produce a gallon of ethanol.","agriculture,energy,environment,science","Debera Allatt","2017/01/16","REAL"
"233","A couple of debates ago, (Donald Trump) said if you dont support socialized health care, youre heartless.","health-care","Jarret Limbourne","2017/12/15","FAKE"
"234","A couple of hundred American cities are infested by members of the Mexican cartels.","crime,drugs,homeland-security","Jobina Dron","2017/08/18","REAL"
"235","A couple retiring today will pay about $119,000 in lifetime Medicare taxes and receive about $357,000 in lifetime Medicare benefits. ... about 3 bucks in benefits for every dollar in taxes.","deficit,federal-budget,medicare","Goldarina Wenn","2017/07/19","REAL"
"236","A Dallas proof-of-insurance ordinance resulted in area tow lots mostly filling with the cars of illegal residents.","immigration","Jared Hutson","2017/04/13","FAKE"
"237","A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.","education,privacy","Diarmid Pareman","2017/12/19","FAKE"
"238","A data-storing microchip ""would be implanted in the majority of people who opt to become covered by the public health care option.""","health-care,privacy","Lorne Agass","2017/01/08","FAKE"
"239","A database police use to look up wanted suspects excludes certain warrants issued by Atlanta Municipal Court.","criminal-justice","Daisie Andryushin","2017/09/25","REAL"
"240","A defense bill includes language that would require military hospitals to provide abortions on demand.","abortion","Jud Truder","2018/06/16","FAKE"
"241","A DeKalb sewer project will create up to 4,000 direct jobs per year at peak production, many of which will be set aside exclusively for DeKalb residents.","water","Bing Le Grand","2017/08/09","REAL"
"242","A Democratic poll operation shows that Fox News is the most trusted news operation in the country.","bipartisanship,pop-culture,pundits","Neall Arrowsmith","2018/05/29","REAL"
"243","A DWI costs $17,000.","Alcohol,transportation","Floyd Goodsall","2017/03/20","FAKE"
"244","A fairly limited number of people, 25 million to 30 million, will be allowed to access a national health insurance exchange.","health-care","Marve Tryme","2017/09/27","REAL"
"245","A family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law.","health-care","Tim Franc","2017/10/31","REAL"
"246","A far different picture from the prior eight years, which saw 115 increases in taxes and fees.","taxes","Mervin Guichard","2017/06/17","REAL"
"247","A federal judge said President Barack Obamas executive action on immigration is unconstitutional.","homeland-security,immigration","Derick Finey","2017/07/29","REAL"
"248","A federal system that verifies employees are authorized to work in the U.S. is inaccurate anywhere from 50 percent all the way up to in excess of 80 percent of the time.","immigration","Marcelia Somner","2017/01/07","FAKE"
"249","A few months into office, (President Barack Obama) traveled around the globe to apologize for America.","foreign-policy","Vladamir Rubel","2017/05/28","FAKE"
"250","A filibuster has never really been successfully used against a Supreme Court justice.","legal-issues,supreme-court,colbert-report","Faith Fullager","2018/01/06","FAKE"
"251","A Florida judge ruled parts of Obamacare unconstitutional.","health-care,legal-issues,message-machine-2012","Jemmy Tapsell","2017/12/09","REAL"
"252","A foreclosure tax that would take effect in 2013 could mean a high tax bill for those facing foreclosure and millions of families who modified their mortgage or had a short sale through their lender.","housing","Read Scannell","2018/02/17","REAL"
"253","A former Clinton administration official and other economists agree that if you keep extending these temporary unemployment benefits, youre just going to extend joblessness even more.","economy,pundits,stimulus","Lothario De Giorgi","2017/11/21","FAKE"
"254","A gallon (of gasoline) delivered to the front lines for our troops in Afghanistan cost more than $400.","afghanistan,energy","Tracie Begg","2017/09/17","REAL"
"255","A gas tax holiday ""would at best provide 30 cents a day for three months for a grand total of $28.""","energy","Lucila Gilhespy","2017/02/03","REAL"
"256","A gas tax holiday is a gimmick that ""every economist says will just go into the pockets of the oil companies.""","energy","Mike Kineton","2017/10/15","FAKE"
"257","A gay man who survived #orlando hate crime can STILL show up to work in FL tomorrow and have his boss fire him simply because he is gay.","florida,gays-and-lesbians,human-rights,states,workers","Kendrick Bateman","2018/05/22","REAL"
