Text;Text_Tag;Author;Date;Label
Obamacare is the biggest tax increase in American history.;corrections-and-updates,federal-budget,health-care,taxes;Harley Ryves;2018/01/15;FAKE
You ... said that Barack Obama was not ready to be commander in chief.;candidates-biography;Maynord Sharpus;2018/01/15;REAL
The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.;economy,jobs,labor,workers;Tim Franc;2017/04/30;REAL
Milwaukee Mayor Tom Barrett has held the line on property taxes.;job-accomplishments,taxes;Lucina Pering;2017/10/09;FAKE
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.;campaign-finance;Zared Searles;2017/03/04;REAL
Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.;bipartisanship,job-accomplishments;Shae Jannex;2018/03/14;REAL
Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.;job-accomplishments,message-machine-2012,state-finances;Jarib Crippes;2017/12/18;FAKE
Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.;campaign-finance,environment;Carolann Cathersides;2017/08/02;FAKE
On how money from a possible lease of the Ohio Turnpike would be used;infrastructure,transportation;Homer Livsey;2018/01/16;FAKE
At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.;economy,federal-budget;Nels Hubback;2017/06/11;REAL
The president has had 1,540 of his nominations confirmed, only four defeated.;legal-issues;Odelle Lamperd;2018/05/27;FAKE
U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.;foreign-policy,religion,terrorism;Lucina Pering;2018/04/07;REAL
Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.;labor,public-safety;Dodi Gillitt;2017/02/06;FAKE
There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.;criminal-justice,government-regulation;Rosaline Harrinson;2018/02/24;REAL
"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""";economy,history,workers;Ralf Mortimer;2018/01/20;REAL
"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""";iraq;Hatty Cowton;2018/07/30;REAL
Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.;bipartisanship;Randene Fingleton;2017/06/23;FAKE
One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.;taxes;Lesli Winterton;2018/12/02;FAKE
"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""";kagan-nomination,military,abc-news-week;Willy Fordyce;2017/07/09;FAKE
Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.;children,education,state-budget,state-finances;Cortney Bengochea;2017/07/12;REAL
Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.;education,federal-budget;Juanita Blaxeland;2018/09/08;FAKE
The Paul Ryan budget proposal would privatize Medicare.;federal-budget,health-care,medicare;Meg Candlin;2017/05/22;REAL
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.;criminal-justice,education;Else Treske;2018/07/17;REAL
The United States imprisons more than any nation in the world.;criminal-justice;Donalt Padula;2018/01/13;FAKE
Says Marco Rubio is the one for an open border.;immigration;Hanna Dawber;2018/07/10;FAKE
...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.;education,federal-budget;Edouard Hundall;2017/03/04;REAL
Says cuts to Medicare affect people who have already paid in. We paid for it.;federal-budget,health-care,medicare;Lauryn Tiltman;2018/06/02;FAKE
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.;bipartisanship,campaign-finance,candidates-biography;Giorgi Maycey;2017/02/21;FAKE
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.;federal-budget,health-care;Montgomery Duerdin;2017/03/17;REAL
Providences port is 200 miles closer to Europe than any other Eastern port.;economy,infrastructure,trade,transportation;Ilsa Mathiasen;2017/04/29;FAKE
Says you need a photo ID to purchase Sudafed in Texas.;elections,legal-issues;Saidee Creese;2017/11/02;REAL
Twenty percent of housing in Portlands Pearl District is affordable.;housing,infrastructure,taxes,urban;Judye Meedendorpe;2018/09/01;REAL
Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.;taxes;Petr Bumby;2017/11/05;REAL
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.;foreign-policy;Dal Levesque;2017/10/15;FAKE
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.;jobs,unions;Christin Brotherwood;2018/09/08;FAKE
Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.;federal-budget;Levi Ship;2018/04/06;REAL
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.;veterans;Zared Searles;2018/01/26;FAKE
We now have driven (health care) costs down to the lowest theyve been in 50 years.;health-care;Shae Jannex;2017/09/26;FAKE
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""";homeland-security,terrorism,abc-news-week;Ursala Ettridge;2017/10/30;FAKE
Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.;stimulus,taxes;Maddie Bielby;2017/02/22;FAKE
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""";taxes;Charles Stores;2018/01/20;REAL
The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.;corrections-and-updates,guns,homeland-security;Coralyn Cuncarr;2017/01/22;REAL
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.;iraq;Malchy Bowland;2017/04/02;FAKE
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.;health-care,supreme-court;Leanna Broadfoot;2017/02/07;FAKE
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.;taxes;Daisi Anglin;2017/05/11;FAKE
Warren (Buffett) still does support me.;economy;Krissy Struthers;2018/02/23;REAL
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.;candidates-biography,jobs;Zared Searles;2018/07/27;REAL
A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!;elections;Brigid Porkiss;2017/06/14;FAKE
About 230,000 people that were on unemployment when I took office are not on unemployment now.;economy,workers;Wilie Pentelo;2017/08/17;REAL
One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.;children,health-care,public-health,pundits;Franny Kelso;2018/01/12;FAKE
Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.;immigration;Letti Angric;2017/06/02;FAKE
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.;criminal-justice,health-care,legal-issues,privacy;Field Whittek;2018/12/12;FAKE
During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.;crime;Brunhilda Elmer;2018/12/12;REAL
Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.;corrections-and-updates,obama-birth-certificate;Georgi McLoney;2017/06/04;FAKE
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""";economy;Lyda Reidshaw;2017/03/12;FAKE
Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.;education,state-budget,taxes;Krishnah Toomer;2018/01/01;FAKE
Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.;candidates-biography,women,workers;Carmita Mitcheson;2017/02/03;FAKE
Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.;crime,criminal-justice,women;Brody Kemster;2017/01/10;REAL
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.;crime,homeland-security,legal-issues,terrorism,abc-news-week;Andy Piche;2018/09/09;FAKE
On legalizing illegal immigrants.;immigration;Dynah Aston;2017/05/09;FAKE
Nearly half of all pregnancies in the U.S. are unintended.;abortion,census,children,families,health-care,public-health,women;Vito Krolman;2017/08/08;REAL
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""";energy;Alisha Bodell;2018/04/23;FAKE
Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.;housing;Ado Itzakson;2018/06/20;FAKE
Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.;economy,federal-budget;Ferdy Gayforth;2017/10/07;FAKE
The top 1 percent pay over half of the entire revenue for this country.;taxes;Roderich Bengefield;2017/06/05;FAKE
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.;state-budget,state-finances,taxes;Gwendolin Dolder;2018/08/23;FAKE
